Country,Year,Maize Production (tonnes),Rice  Production ( tonnes),Yams  Production (tonnes),Wheat Production (tonnes),Tomatoes Production (tonnes),Tea  Production ( tonnes ),Sweet potatoes  Production (tonnes),Sunflower seed  Production (tonnes),Sugar cane Production (tonnes),Soybeans  Production (tonnes),Rye  Production (tonnes),Potatoes  Production (tonnes),Oranges  Production (tonnes),"Peas, dry Production ( tonnes)",Palm oil  Production (tonnes),Grapes  Production (tonnes),"Coffee, green Production ( tonnes)",Cocoa beans Production (tonnes),"Meat, chicken  Production (tonnes)",Bananas  Production ( tonnes),Avocados Production (tonnes),Apples Production (tonnes)
Bosnia and Herzegovina,2021,893124.0,9335000.0,11642.21,9024254.0,1742408.0,10.0,3300.0,1803000.0,90000.0,8333271.0,771700.0,81498.0,14600.0,1278000.0,50000.0,94858.0,124008.0,70630.86,20326.0,6116.54,8525.45,3336793.0
Bulgaria,2000,804134.0,8034.0,152300.0,6000.0,23967.0,830.0,32000.0,73153.0,31141344.0,791.0,322.0,2721640.0,120000.0,4300.0,2400.0,20000.0,66000.0,64991.0,4050400.0,5073735.0,100.0,6502.0
Bulgaria,2001,872645.0,10000.0,166100.0,5600.0,25000.0,976.0,33000.0,97785.0,39519010.0,2100.0,63.0,2876400.0,125000.0,4000.0,2200.0,20000.0,66000.0,76030.0,4051500.0,5281464.0,100.0,7620.0
Bulgaria,2002,1288105.0,15000.0,146700.0,4900.0,24000.0,1245.0,34000.0,117471.0,51549150.0,2200.0,64.0,3004400.0,140000.0,4300.0,2400.0,19000.0,57000.0,60268.0,4460900.0,5536049.0,100.0,10160.0
Bulgaria,2003,1161107.0,17000.0,165600.0,10000.0,22000.0,1819.0,35000.0,128997.0,50219010.0,300.0,65.0,2835318.2,140000.0,4500.0,2400.0,20000.0,58500.0,88263.0,4853600.0,5495315.0,100.0,8128.0
Bulgaria,2004,2123022.0,18500.0,200900.0,1248.0,20000.0,2396.0,35000.0,97158.0,47363010.0,300.0,70.0,3614909.0,148000.0,4600.0,2400.0,21000.0,54000.0,89680.0,5526000.0,5599652.0,100.0,7620.0
Bulgaria,2005,1585701.0,21000.0,184900.0,5300.0,16000.0,2803.0,35000.0,121477.0,49064000.0,600.0,65.0,3322818.2,150000.0,4700.0,2500.0,22000.0,60000.0,93658.0,5980600.0,5497571.0,100.0,7518.0
Bulgaria,2006,1587805.0,23100.0,165300.0,640.0,16670.0,3432.0,35000.0,112449.0,48794704.0,1000.0,70.0,3684909.0,160000.0,4500.0,2000.0,22000.0,63300.0,87561.0,6208000.0,6007509.0,100.0,10668.0
Bulgaria,2007,980054.75,25300.0,137300.0,1071.0,10054.0,3995.0,35000.0,117758.0,57620144.0,1500.0,83.35,3841954.5,135000.0,4700.0,2000.0,21000.0,68000.0,85891.0,7050000.0,5539523.0,100.0,9956.0
Bulgaria,2008,1368347.0,27400.0,180900.0,2450.0,30381.06,4976.0,38000.0,111180.0,67898000.0,4054.0,82.52,4093045.5,132686.17,4800.0,1600.0,20526.36,69600.0,94300.0,7760000.0,5886898.0,100.0,9448.0
Bulgaria,2009,1290833.0,29700.0,172200.0,450.0,37092.69,5356.0,40000.0,120603.0,73010700.0,3700.0,81.78,4179818.2,140281.72,4900.0,1400.0,20402.2,74600.0,120581.0,8668000.0,5777911.0,100.0,7620.0
Bulgaria,2010,2047414.0,31900.0,170200.0,2100.0,44646.0,5342.0,40000.0,130024.0,64193800.0,6087.0,74.0,4338136.5,142933.3,5147.98,1600.0,20290.88,79200.0,132099.0,7865780.0,5477004.0,100.0,9144.0
Bulgaria,2011,2209204.0,46200.0,183400.0,3421.0,52744.6,5670.0,44000.0,126422.0,60926800.0,6059.0,77.0,4277000.0,144610.27,5485.0,2000.0,20479.2,77700.0,224163.0,8164003.0,6257954.0,100.0,10973.0
Bulgaria,2012,1717785.0,40000.0,178900.0,2400.0,61076.71,6627.0,46000.0,113009.0,65417400.0,3508.0,80.0,4576954.5,141082.17,5500.0,1800.0,20631.12,77100.0,133322.98,8988035.0,6185083.0,100.0,10465.0
Bulgaria,2013,2738671.0,37595.0,193100.0,2006.0,69637.43,6846.0,46000.0,146123.0,68187000.0,2700.0,90.0,4229318.0,130747.12,5434.55,1800.0,20650.9,82500.0,128446.0,10215540.0,6308529.0,100.0,7620.0
Bulgaria,2014,3137478.0,37971.0,201200.0,2932.0,78410.88,7100.0,46533.0,130687.0,78896800.0,3000.0,89.5,4715045.5,135594.55,5423.03,3000.0,20670.68,91100.0,156215.97,9940350.0,6539129.0,100.0,9347.0
Bulgaria,2015,2696923.0,39110.0,182400.0,2642.0,108231.49,6670.0,33045.9,190509.0,83438100.0,3000.0,87.97,5293545.5,138481.23,5424.62,3200.0,130810.0,88500.0,180192.38,10692556.0,6090834.0,100.0,9144.0
Bulgaria,2016,2226094.0,39000.0,181700.0,2650.0,96473.05,8100.0,41263.26,181611.0,74702700.0,3071.59,87.16,5246863.5,140000.0,5300.0,3060.0,127000.0,85600.0,177551.3,11421730.0,6566314.0,100.0,7620.0
Bulgaria,2017,2562569.0,40000.0,177300.0,3600.0,105673.22,10800.0,47000.0,130073.0,68279800.0,3131.76,86.07,4443363.5,140264.45,5500.0,4500.0,63000.0,86700.0,205955.0,11534972.0,6559418.0,101.0,8636.0
Bulgaria,2018,3522500.0,42000.0,197900.0,4749.0,114914.17,10350.0,55722.02,182317.9,75662700.0,3108.02,90.0,5101863.5,134359.48,5792.9,4746.0,95250.0,89000.0,235182.0,11964353.0,6700241.0,152.0,9000.0
Bulgaria,2019,4059790.0,10000.0,204100.0,3585.0,124138.21,11677.0,57565.0,148175.0,90106900.0,2100.0,90.0,4999182.0,137266.3,6050.0,4616.0,127000.0,93400.0,283679.56,12504387.0,6774759.0,157.0,9000.0
Bulgaria,2020,3014090.0,12822.0,192200.0,2688.0,135543.75,12286.0,57565.0,136409.0,90234800.0,2019.0,81.49,4707272.5,41000.0,6100.0,2529.0,142240.0,93400.0,327902.56,13149202.0,7445579.0,160.0,7000.0
Bulgaria,2021,3427310.0,10179.81,190400.0,2800.0,161815.1,12975.0,60000.0,188454.0,89849400.0,615.0,79.38,4584500.0,49000.0,6500.0,4324.0,147320.0,84200.0,302093.9,13234959.0,6580772.0,193.0,6500.0
Croatia,2000,1190238.0,1442052.0,17000.0,269184220.0,50106.38,3659.6,61577.25,85500.0,5613.03,0.0,71243.99,200.0,39000.0,115441.0,542859.0,898198.0,40263.08,754594.0,41.6,1347000.0,62000.0,27678.0
Croatia,2001,1733003.0,1579406.0,18392.06,42550824.0,50314.63,145.0,66533.32,96700.0,5715.24,0.0,68011.44,8.0,40000.0,76700.0,617099.0,627881.0,40273.08,778126.0,43.2,1285129.2,65000.0,27789.0
Croatia,2002,1956418.0,1706193.0,20000.0,51249410.0,50522.88,145.0,72496.18,98700.0,5935.44,0.0,66116.97,5.0,46695.0,74755.0,583926.0,1046508.0,860.0,897911.0,44.8,0.0,62000.0,28290.0
Croatia,2003,1279617.0,1477941.0,20372.47,44912890.0,17400.0,145.0,76980.33,64333.0,6599.63,0.0,70463.0,62.0,47362.0,73933.0,607024.0,978817.0,1039.0,783867.0,46.4,0.0,62000.0,28888.0
Croatia,2004,1931627.0,1565535.2,20895.29,50495800.0,17950.0,145.0,81243.7,54464.0,343000.0,0.0,68910.88,73.0,51226.0,133977.0,609335.0,800496.0,659.0,737981.0,48.0,0.0,61000.0,28771.0
Croatia,2005,2206729.0,1516045.0,20668.65,56533644.0,18375.0,145.0,85463.98,83230.0,387000.0,0.0,93000.0,150.0,97152.0,151074.0,639652.0,465959.0,1129.0,796738.0,49.6,0.0,60000.0,28540.0
Croatia,2006,1934517.0,1379953.6,20679.4,51235330.0,19551.0,145.0,91000.0,104300.0,390000.0,0.0,100000.0,130.0,97150.0,216435.0,648649.0,690640.0,1156.0,777096.0,52.0,0.0,58000.0,19300.36
Croatia,2007,1424599.0,1652793.4,20598.42,60146132.0,21199.0,1712.8,95000.0,104630.0,387000.0,0.0,110000.0,102.0,99112.0,300879.0,686030.0,512213.0,1122.0,689012.0,54.4,0.0,57000.0,24915.83
Croatia,2008,2504940.0,1534537.1,20457.43,60443224.0,20606.0,1712.8,92000.0,149115.0,480000.0,0.0,100000.0,102.0,105230.0,400440.0,712408.0,736042.0,1290.0,736360.0,56.0,0.0,49601.14,19931.0
Croatia,2009,2182521.0,1066614.0,20367.48,57949708.0,21301.0,145.0,91078.71,189820.0,480962.0,0.0,100000.0,105.0,104972.0,589378.0,701894.0,580445.0,1302.0,747394.0,57.6,0.0,45000.0,21922.0
Croatia,2010,2067815.0,1350093.0,20500.0,54170104.0,20757.0,145.0,106330.01,292560.0,477331.0,0.0,100000.0,100.0,117576.0,610039.0,710225.0,862974.0,684.0,858199.0,57.6,0.0,45724.63,22121.7
Croatia,2011,1733664.0,1099686.5,20493.5,65321184.0,21133.0,2227.4,96469.57,265610.0,453157.0,0.0,80000.0,105.68,99940.0,408899.0,787098.0,758618.0,703.0,870137.0,59.2,0.0,45453.82,22244.17
Croatia,2012,1297590.0,1336502.0,20664.8,66492936.0,20604.0,2227.4,100223.54,267360.0,507023.0,0.0,80000.0,106.37,100022.0,559633.0,807712.0,661623.0,761.0,886547.0,59.2,0.0,45823.52,22112.63
Croatia,2013,1874372.0,1504213.6,20900.0,66112064.0,20522.0,2227.4,101007.71,267950.0,462237.0,0.0,75000.0,109.81,102083.0,413227.0,849183.0,606634.0,762.0,732262.0,60.0,0.0,46055.59,22112.63
Croatia,2014,2046966.0,1142000.0,21000.0,71320880.0,19216.0,2994.4,99233.6,205820.0,489026.0,0.0,60000.0,111.07,97405.0,391739.0,867997.0,613841.0,746.0,753043.0,60.0,0.0,49012.26,22112.63
Croatia,2015,1709152.0,2038000.0,21300.0,62645040.0,19989.0,832.0,100154.95,185750.0,390003.0,0.0,50000.0,112.45,86230.0,464212.0,869527.0,544203.0,900.0,916328.0,60.8,0.0,45973.76,21773.0
Croatia,2016,2154470.0,2219000.0,20500.0,68474696.0,20220.0,3812.2,100132.09,367890.0,362827.0,19261936.0,55000.0,114.03,95910.0,346300.0,893803.0,664923.0,900.0,936871.0,56.0,0.0,45919.81,22440.0
Croatia,2017,1559638.0,2036000.0,19874.89,64776732.0,21165.0,3232.6,6895.0,328900.0,363316.0,18945988.0,60000.0,115.7,107100.0,287700.0,930923.0,716670.0,900.0,1031049.0,52.0,0.0,45000.0,23242.0
Croatia,2018,2147280.0,1789000.0,19500.0,74899920.0,22405.0,3549.6,7600.0,409200.0,303335.0,19696336.0,60000.0,117.4,123900.0,177487.0,882285.0,719573.0,1020.0,1057253.0,48.0,0.0,42000.0,24304.39
Croatia,2019,2298320.0,1678000.0,21000.0,66018320.0,19126.0,3812.2,7800.0,400272.2,308408.0,19730296.0,68000.0,120.0,124000.0,140556.0,894656.0,570312.0,1140.0,1276292.0,44.0,0.0,51100.0,24811.5
Croatia,2020,2430600.0,2278000.0,21500.0,78571260.0,18321.0,3736.6,7900.0,572690.0,340391.0,23707068.0,60000.0,121.1,125000.0,165907.0,927022.0,683641.0,1320.0,1276680.0,40.0,0.0,51000.0,26226.71
Croatia,2021,2242120.0,2591000.0,21500.0,73391864.0,17041.0,3549.6,7800.0,512765.0,315346.0,25942962.0,60000.0,122.62,124936.0,171966.0,937399.0,811399.0,1560.0,1284768.0,36.0,0.0,47000.0,26498.87
Czechia,2000,303957.0,35701.0,22978848.0,100699176.0,1122.0,382039.4,408796.0,2425.0,174746.0,1505.0,681486.6,64715.59,31218.0,22550.0,50458.0,1878000.0,37693.0,51774.76,52251.0,30202.96,633396.2,135.0
Czechia,2001,408653.0,32800.0,986230.0,102768456.0,903.0,6054.6,388814.0,2060.0,169076.0,1544.0,776419.5,67194.96,35000.0,17710.0,74300.0,880700.0,38447.0,39457.57,54335.0,30380.32,564640.0,150.0
Czechia,2002,616234.0,50807.0,1019630.0,104909656.0,750.0,6054.6,524975.56,2790.0,171418.0,1600.0,737193.5,72860.52,36000.0,18710.0,80000.0,1235000.0,37200.0,40004.75,60424.0,30439.1,605426.9,156.24
Czechia,2003,476371.0,58245.0,1053900.0,93199256.0,900.0,746311.4,262514.06,7473.0,154870.0,1378.69,578809.75,84126.69,36664.24,29030.0,128000.0,2221000.0,37000.0,38677.36,65867.0,30340.79,631763.44,149.68
Czechia,2004,551628.0,60720.0,1063500.0,98562830.0,912.85,382039.4,450697.1,14389.0,142507.0,1317.8,494501.94,84162.0,38000.0,60.0,133950.0,2483000.0,27355.0,36729.86,62838.0,0.0,607217.0,149.47
Czechia,2005,702933.0,50130.0,1088650.0,102234900.0,930.17,6054.6,723958.3,18533.0,104863.0,1275.15,495360.1,88556.61,41000.0,60.0,669000.0,2585340.0,33600.0,43592.47,65490.0,0.0,664583.06,150.42
Czechia,2006,606366.0,35420.0,1134900.0,105659360.0,947.14,6054.6,533045.9,25274.0,55125.0,1269.82,611172.3,94055.84,42000.0,61.0,640000.0,2602000.0,31000.0,62154.39,74480.0,0.0,633954.3,151.22
Czechia,2007,758781.0,43240.0,1153300.0,108976290.0,950.0,6375.8,1349479.8,38453.0,78650.0,1269.82,495006.34,89124.83,40000.0,112.0,657000.0,2590000.0,29000.0,101439.66,73240.0,0.0,654301.94,150.0
Czechia,2008,858407.0,63337.0,1199921.0,112212200.0,976.0,4545.0,2023765.0,39871.0,114505.0,1269.82,432372.06,90801.77,39000.0,90.0,676000.0,2922000.0,27000.0,121466.0,77160.0,1418.0,741515.56,151.6
Czechia,2009,889574.0,68890.0,1209960.0,119668530.0,980.0,2338.6,2831659.5,47147.0,128000.0,1269.82,558747.5,272.0,40000.0,81.0,687000.0,2920000.0,29154.62,128495.0,76724.0,1919.0,749918.4,145.0
Czechia,2010,692589.0,46938.0,1196733.0,108718310.0,1000.0,6375.8,1634519.5,60648.0,110178.0,2200.0,693456.9,500.0,38000.0,76.0,713000.0,3041000.0,27239.0,164691.0,71820.0,907.0,3586.0,159.0
Czechia,2011,1063736.0,42069.0,1223902.0,116531304.0,1060.97,3081.6,2207819.8,59424.0,89845.0,2180.0,3603.0,600.0,36000.0,79.0,601000.0,3181000.0,28000.0,162747.0,84461.0,1000.0,3683.0,160.0
Czechia,2012,928147.0,57270.0,1310855.0,115700810.0,1100.0,3063.6,1799383.9,67231.0,82604.0,2200.0,4803.0,950.0,42500.0,123.0,599000.0,3358000.0,30000.0,173611.66,90952.0,903.0,3823.0,161.0
Czechia,2013,675380.0,63719.0,1323870.0,118478270.0,1123.0,3081.6,1512112.4,69230.0,87349.0,2210.0,7470.0,1000.0,43000.0,154.0,621000.0,420000.0,28000.0,241816.23,98261.0,903.0,3960.0,162.0
Czechia,2014,832235.0,61691.0,1338388.0,97892460.0,1300.0,382039.4,1755854.8,63572.0,70810.0,2180.0,4606.0,1400.0,45000.0,173.0,488000.0,440000.0,27000.0,98660.0,110377.0,700.0,4104.0,175.0
Czechia,2015,442709.0,61438.0,1372604.0,134721120.0,1650.0,3256.4,1598838.5,62028.0,47405.0,2029.8,7921.0,1705.0,42499.25,181.0,500000.0,460000.0,30000.0,75638.0,106590.0,499.0,4245.0,172.94
Czechia,2016,845765.0,71962.0,1444511.0,121141710.0,1708.0,2338.6,1697582.8,52736.0,21425.0,1610.13,5715.0,1572.0,42717.22,247.0,460000.0,480000.0,29000.0,96250.92,110548.0,520.0,4412.0,171.47
Czechia,2017,588105.44,74474.0,1444065.0,112792560.0,1512.0,4545.0,80000.0,57506.0,5622.0,1627.43,6156.0,1099.0,43617.57,816.0,430000.0,500000.0,35000.0,86178.09,115663.0,595.0,4567.0,172.35
Czechia,2018,489150.0,64639.0,1538530.0,107849384.0,1710.0,6054.6,80000.0,48823.0,5100.0,613.0,6953.0,1300.0,43798.8,998.0,485000.0,520000.0,35000.0,156410.86,110273.0,1665.0,4673.0,173.85
Czechia,2019,620260.0,51106.0,1549600.0,134107920.0,1816.0,3256.4,80000.0,45568.0,5297.29,3361.0,8730.0,1400.0,44189.0,726.0,500000.0,550000.0,47000.0,148767.81,112973.0,1600.0,4901.0,175.34
Czechia,2020,825500.0,55292.0,1586283.0,125718530.0,1200.0,2338.6,88000.0,45858.0,5320.0,2331.0,6924.0,841.0,44699.16,1089.0,525000.0,520000.0,35000.0,154960.66,119838.0,2142.0,3710.0,176.84
Czechia,2021,988040.0,66055.0,1671361.0,122501976.0,1375.34,2338.6,88000.0,42515.0,5300.0,1042.0,5116.0,631.0,44706.01,1100.0,528000.0,603000.0,36481.61,127210.16,123700.0,945.0,4200.0,178.33
Denmark,2000,0.0,11244.0,7400.0,34362204.0,211578.0,165.0,134682.0,255633.0,4912.0,9964500.0,4900.0,7141889.0,5746535.5,7845387.5,2311250.0,226718.0,119784.0,4395.0,30000.0,75000.0,224278.0,1300000.0
Denmark,2001,0.0,680.65,7700.0,32490754.0,204069.62,1725.0,132642.0,231843.0,4612.0,12736000.0,700.0,5998368.0,6000873.0,4935786.5,0.0,241842.0,101890.0,4410.0,34000.0,76000.0,275953.0,1200000.0
Denmark,2002,0.0,1118.8,8100.0,29200262.0,234498.0,1725.0,122647.0,243044.8,6243.0,12214000.0,1600.0,6256238.0,6209607.5,71489.0,200.0,270072.0,111660.0,4410.0,35000.0,77000.0,294200.0,1211379.0
Denmark,2003,0.0,103128.0,8300.0,30493198.0,240254.0,1835.8,116088.0,278056.66,5348.0,14666000.0,2100.0,7182459.0,6058768.5,94916.0,200.0,251788.0,110481.0,4410.0,36000.0,78000.0,289901.0,1308390.0
Denmark,2004,0.0,90412.0,8500.0,30869728.0,290187.0,1725.0,111481.0,257522.0,6200.0,11861000.0,800.0,7259823.5,5869107.0,106444.0,200.0,93629.0,126182.0,4409.0,38000.0,79000.0,307326.0,1320590.0
Denmark,2005,0.0,88619.0,8700.0,35935156.0,258811.0,165.0,100214.0,277037.0,5300.0,10374000.0,8160.0,7606238.5,5839862.0,79635.0,200.0,94103.0,132400.0,5861.0,40000.0,80000.0,382530.0,1380000.0
Denmark,2006,0.0,121042.0,8900.0,33862196.0,222030.75,165.0,106427.0,358097.0,5350.0,8570000.0,1120.0,7944135.5,6921163.5,125375.0,200.0,99444.0,148830.0,5859.0,42400.0,350913.0,304938.0,1050000.0
Denmark,2007,0.0,92363.0,9000.0,39801140.0,160146.78,165.0,95313.0,278106.34,6100.0,13159000.0,5000.0,17634560.0,6336191.0,104938.0,200.0,123083.0,162658.0,6465.0,47200.0,334126.0,363157.0,1230000.0
Denmark,2008,0.0,131821.0,9200.0,36950990.0,240629.0,165.0,97221.0,305526.0,5350.0,13158730.0,9320.0,18318154.0,6659230.0,127918.0,200.0,420466.0,172772.0,6465.0,52000.0,371673.0,410084.0,1160000.0
Denmark,2009,0.0,139780.14,9400.0,37355956.0,249832.0,165.0,78284.0,433754.2,5350.0,10932970.0,3850.0,16225267.0,6298270.5,68129.0,200.0,421868.0,157409.0,8000.0,50100.0,399997.0,461613.0,1470000.0
Denmark,2010,45700.0,136001.0,8800.0,31545320.0,195410.0,165.0,74251.0,431644.06,6967.0,13267520.0,3980.0,18925436.0,6664019.5,118250.0,400.0,427356.0,193309.0,10000.0,45360.0,409788.0,609049.0,1521600.0
Denmark,2011,55300.0,151018.33,8500.0,38936516.0,242935.14,165.0,74990.0,561663.7,1150.0,11225850.0,5330.0,21071580.0,6427406.0,108820.0,400.0,0.0,205545.0,6500.0,49760.0,424084.0,669260.44,1739000.0
Denmark,2012,75100.0,171854.1,9000.0,30479362.0,261604.48,202.0,74814.0,639877.1,1150.0,12610000.0,1900.0,22500170.0,5829752.5,106073.0,1500.0,0.0,172727.0,8000.0,53280.0,411474.0,0.0,1814000.0
Denmark,2013,75700.0,170630.1,10000.0,39690180.0,203673.0,165.0,76038.0,683407.94,1150.0,426300.0,7870.0,22542016.0,6265884.5,84208.0,5500.0,0.0,175284.0,9000.0,61280.0,426575.0,0.0,1624000.0
Denmark,2014,72900.0,189648.7,11000.0,36886104.0,192959.0,165.0,82831.1,754753.6,1300.0,396800.0,5800.0,22913432.0,6220141.0,71571.0,10500.0,0.0,185090.0,10865.0,64000.0,473202.0,0.0,2001000.0
Denmark,2015,52700.0,200000.0,12000.0,35363564.0,116.0,165.0,73539.68,832587.4,1300.0,350200.0,5900.0,23910888.0,5951300.0,126911.0,11000.0,63300.0,190640.0,11535.0,72700.0,459312.0,0.0,1985000.0
Denmark,2016,43800.0,1844996.0,13000.0,32763446.0,127.0,187.0,58881.0,1062928.6,1300.0,391700.0,4060.0,26166084.0,6427578.5,115710.0,22300.0,72500.0,213636.0,11179.0,85882.0,462186.0,800.0,1777200.0
Denmark,2017,38900.0,1804893.0,14000.0,39006372.0,165.0,165.0,60540.15,1023304.3,1500.0,409500.0,3149.0,26316140.0,6076522.0,126010.0,34535.0,59200.0,236302.0,10834.0,63609.0,409413.0,1200.0,2891000.0
Denmark,2018,35480.0,1847579.0,15000.0,38336864.0,484.0,165.0,61273.34,1329701.4,1500.0,416900.0,3800.0,27932380.0,6535508.0,99078.0,37044.0,83300.0,240948.0,12000.0,75442.0,482977.0,1550.0,2203400.0
Denmark,2019,40820.0,2023740.0,15000.0,38207430.0,185.0,165.0,59017.04,1640155.1,1500.0,415900.0,1520.0,31349796.0,6123358.5,125011.0,40911.0,80300.0,231288.0,10175.0,89705.0,428763.0,1550.0,1915000.0
Denmark,2020,38740.0,1875436.0,15000.0,35992796.0,150.0,187.0,60531.9,1482465.9,1700.0,419932.0,1520.0,29859770.0,6408745.0,61937.0,48010.0,76000.0,244335.0,12564.0,95295.0,387808.0,1400.0,2497680.0
Denmark,2021,45270.0,2163240.0,20000.0,37885740.0,941.0,165.0,53899.64,1758159.2,1700.0,388907.0,2000.0,28781776.0,6610023.0,124788.0,49228.0,82000.0,284347.0,11000.0,94712.0,365787.0,2300.0,2134000.0
Estonia,2018,0.0,86300.0,115000.0,714000.0,17941524.0,108137.8,200000.0,117049.0,54154332.0,1156650.4,28411.0,91156376.0,713.21,313924.94,29737.0,0.0,1067887.1,14261.0,2187706.0,12800.0,1135.0,32700.0
Estonia,2019,0.0,95000.0,113000.0,539000.0,18130890.0,95838.8,220000.0,161087.0,57572830.0,1276731.8,23805.0,87510270.0,691.71,241104.03,29562.0,0.0,876087.0,19914.0,2154921.0,12000.0,3951.0,37150.0
Estonia,2020,0.0,103765.0,115000.0,572000.0,20504752.0,95838.8,230000.0,92378.0,57375704.0,1457582.5,20000.0,85419240.0,670.12,236462.97,28680.0,0.0,826709.0,21600.0,2361489.0,11200.0,2826.0,42000.0
Estonia,2021,0.0,121000.0,113000.0,583000.0,22906292.0,108137.8,294171.62,89000.0,60530868.0,1611123.5,20000.0,82505816.0,648.46,206742.03,28863.0,0.0,973704.0,24425.0,2425173.0,10000.0,6500.0,34350.0
Finland,2020,0.0,59292.0,3140.0,362711.0,420.53,38233.4,8681.0,73185.0,592500.0,5261.0,3000.0,29945536.0,1883200.0,1413.0,8200.0,43989.0,165712.27,100.0,55650.0,1512000.0,2046974.9,3880.0
Finland,2021,0.0,31917.0,2861.0,2640555.0,416.36,56007.4,10190.0,151501.0,690900.0,11769.0,1200.0,38388000.0,1595200.0,1093.0,72000.0,38635.0,175554.62,100.0,54950.0,1618500.0,2243396.8,3915.0
France,2000,16018168.0,12196.0,13517.0,28574530.0,54172.0,205.0,28823.0,400.0,4660995.0,724969.0,222998.0,11113856.0,166000.0,19333.43,4266353.0,197000.0,166338.0,200.0,8646045.0,879522.0,5500.0,7136.87
France,2001,16420735.0,17707.0,13608.0,31791124.0,51183.0,170.0,30560.0,482.0,4800820.0,593540.0,178058.0,9915679.0,167400.0,19167.17,4771090.0,257253.0,156893.0,190.0,8634330.0,730789.0,6000.0,7145.01
France,2002,16418383.0,19082.0,13608.0,31563410.0,51106.0,187.0,33218.0,873.0,4932839.0,497566.0,184455.0,13043559.0,152000.0,21093.33,5262634.0,232000.0,127517.0,200.0,8752694.0,658887.75,7000.0,7153.15
France,2003,12045464.0,16239.0,14288.0,29521876.0,46686.0,187.0,23314.0,486.0,5204214.0,522583.0,159208.0,11624200.0,210210.0,19864.64,5288950.0,259000.0,94232.0,210.0,8994728.0,727663.0,8000.0,3203.0
France,2004,16375868.0,10650.0,12700.0,34179096.0,53830.0,170.0,27132.0,246.0,5112000.0,189774.0,139014.0,10030600.0,220000.0,19717.71,5874948.0,294000.0,94752.97,209.12,9346742.0,725402.0,9000.0,3308.0
France,2005,13689322.0,7822.0,13381.0,35177012.0,61584.0,170.0,24970.0,259.0,5610702.0,56074.0,164212.0,11643769.0,187967.0,20225.23,7018159.0,230400.0,99282.46,210.93,9763419.0,679050.0,10000.0,3313.0
France,2006,12903718.0,7000.0,13018.0,37179640.0,50998.0,170.0,21139.0,228.0,5709586.0,184526.0,119987.0,11369000.0,311014.0,19935.86,7104009.0,282000.0,106249.39,215.0,10007987.0,671663.0,11225.0,3447.0
France,2007,14505519.0,3080.0,12247.0,32475832.0,65356.0,170.0,24870.0,188.0,5307341.0,150296.0,74830.0,11683100.0,465729.0,19959.6,7225511.0,128000.0,108410.0,220.0,9890626.0,636152.8,13225.0,2639.0
France,2008,16037988.0,3540.0,12927.0,41969124.0,67824.0,170.0,20012.0,35.0,5823964.0,132824.0,98505.0,10143090.0,355000.0,20040.23,7504406.0,193000.0,101190.55,220.32,10000567.0,585929.3,13230.0,2978.53
France,2009,15513841.0,3450.0,12791.0,33355116.0,70639.0,170.0,23595.0,311.0,6673725.0,102314.0,48158.0,11837200.0,493047.0,0.0,8583780.0,262000.0,96727.46,217.89,10521595.0,360770.56,13843.03,3131.85
France,2010,13975285.0,1380.0,13154.0,45323880.0,55100.0,170.0,18639.0,355.0,6409929.0,121671.0,76457.0,10665600.0,539000.0,0.0,8537951.0,261560.0,102354.08,219.11,9644994.0,0.0,13744.47,3160.95
France,2011,15914121.0,350.0,13154.0,34674788.0,75256.0,170.0,25237.0,3492.0,7164790.0,86546.0,66580.0,9669700.0,485236.0,0.0,9240284.0,334800.0,120850.36,221.09,9530762.0,0.0,14750.0,100.0
France,2012,15393497.0,100.0,14152.0,40583772.0,56018.0,170.0,27467.8,5855.0,7094619.0,126006.0,70928.0,11607300.0,619000.0,0.0,9875767.0,252600.0,81899.86,223.87,9577201.0,0.0,15955.53,100.0
France,2013,15041226.0,70.0,13154.0,39053356.0,72128.0,170.0,26055.0,6313.0,4751605.0,133347.0,61349.0,10370200.0,559000.0,0.0,10722429.0,243100.0,95993.29,225.64,9586158.0,0.0,13661.07,100.0
France,2014,18343320.0,30.0,13154.0,40181260.0,85280.0,170.0,25797.0,15155.0,5262157.0,187235.0,43358.0,10772100.0,444967.0,0.0,10033614.0,275660.0,99527.36,227.29,9872042.0,2257000.0,16666.62,110.0
France,2015,13716048.0,20.0,14107.0,41919080.0,91149.0,170.0,34229.0,18063.0,4606100.0,81113.0,69703.0,11720000.0,268578.0,9000.0,12353115.0,339500.0,99624.24,228.95,10025558.0,2425000.0,17168.18,110.0
France,2016,11839729.0,12.0,15422.0,39311656.0,55525.0,170.0,34512.0,17587.0,6810898.0,88371.0,59054.0,8920800.0,253661.0,6000.0,12788311.0,315000.0,98382.11,4300.0,10398303.0,2601000.0,19530.75,225.0
France,2017,14534897.0,24.0,14606.0,37459150.0,79819.0,170.0,42091.0,36256.0,7783303.0,153022.0,50585.0,10602200.0,353011.0,3000.0,14024156.0,334000.0,97388.61,5065.0,10078541.0,2684000.0,26283.33,235.0
France,2018,12580430.0,15.0,14288.0,38779136.0,83161.0,170.0,42164.7,42531.0,3609191.0,120900.0,48312.0,11715100.0,395732.0,5472.88,14005937.0,363040.0,107764.03,5100.0,9317664.0,3271000.0,33933.93,260.0
